title,url,height_cm,price_gbp,media,width_cm
Take Our Time (Someday) by Chris Hawtin,https://www.bearspace.co.uk/product-page/take-our-time-someday-by-chris-hawtin,40,640.00,"https://static.wixstatic.com/media/23a2ed_a3f6abb75e72496c84a945ad9063e83b~mv2_d_2000_2644_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_a3f6abb75e72496c84a945ad9063e83b~mv2_d_2000_2644_s_2.jpg",30
Alpine 3 by Jane Ward,https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward-1,40,290.00,"https://static.wixstatic.com/media/23a2ed_d9632229516949bcb2c58f1ed3825f8e~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_d9632229516949bcb2c58f1ed3825f8e~mv2.jpg",30
Embers by Chris Hawtin,https://www.bearspace.co.uk/product-page/embers-by-chris-hawtin,40,640.00,"https://static.wixstatic.com/media/23a2ed_384caa72145a4697b02316d1d8a48aaa~mv2_d_2222_2920_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_384caa72145a4697b02316d1d8a48aaa~mv2_d_2222_2920_s_2.jpg",30
Summer Breeze by Lucinda Metcalfe,https://www.bearspace.co.uk/product-page/summer-breeze-by-lucinda-metcalfe,5cm,690.00,"https://static.wixstatic.com/media/23a2ed_9f987266a3be41058bde2ddc8476057a~mv2_d_2461_1843_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9f987266a3be41058bde2ddc8476057a~mv2_d_2461_1843_s_2.jpg",45
Loneliness by Chris Hawtin,https://www.bearspace.co.uk/product-page/loneliness-by-chris-hawtin,40,640.00,"https://static.wixstatic.com/media/23a2ed_df69bd8df5d74c58b7ac60fb5ebb2240~mv2_d_3344_2463_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_df69bd8df5d74c58b7ac60fb5ebb2240~mv2_d_3344_2463_s_4_2.jpg",30
Alpine 4 by Jane Ward,https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward,40,290.00,"https://static.wixstatic.com/media/23a2ed_bdf3f2acea3e4595964717347e16dde1~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_bdf3f2acea3e4595964717347e16dde1~mv2.jpg",30
Guiding Light by Chris Hawtin,https://www.bearspace.co.uk/product-page/guiding-light-by-chris-hawtin,40,695.00,"https://static.wixstatic.com/media/23a2ed_3cb59736e6dd4d9b86b5329a6d617f34~mv2_d_2848_2534_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_3cb59736e6dd4d9b86b5329a6d617f34~mv2_d_2848_2534_s_4_2.jpg",30
The Castle by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-castle-by-chris-hawtin,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_ad2ddc6070724edb81e6c02cb4d15b4b~mv2_d_2352_2987_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_ad2ddc6070724edb81e6c02cb4d15b4b~mv2_d_2352_2987_s_2.jpg",70
The Mortal Frame by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-mortal-frame-by-chris-hawtin,99,"1,600.00","https://static.wixstatic.com/media/23a2ed_ad5a1db62d8d43eba3df9f108f0e1ae3~mv2_d_2463_2467_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_ad5a1db62d8d43eba3df9f108f0e1ae3~mv2_d_2463_2467_s_4_2.jpg",99
Recon Drones by Chris Hawtin,https://www.bearspace.co.uk/product-page/recon-drones-by-chris-hawtin,22,640.00,"https://static.wixstatic.com/media/23a2ed_5083987aa40449cca905979c46962866~mv2_d_3168_2814_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_5083987aa40449cca905979c46962866~mv2_d_3168_2814_s_4_2.jpg",1413
Capital Drone by Chris Hawtin,https://www.bearspace.co.uk/product-page/capital-drone-by-chris-hawtin,22,640.00,"https://static.wixstatic.com/media/23a2ed_8da7dd71436f4e2cb2c322911d55d28d~mv2_d_2896_2614_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8da7dd71436f4e2cb2c322911d55d28d~mv2_d_2896_2614_s_4_2.jpg",1413
Sovereign,https://www.bearspace.co.uk/product-page/sovereign,22,640.00,"https://static.wixstatic.com/media/23a2ed_bebbcb5f36744976acbf2f801cb5d426~mv2_d_1788_2362_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_bebbcb5f36744976acbf2f801cb5d426~mv2_d_1788_2362_s_2.jpg",1413
copy of Recon Drones by Chris Hawtin,https://www.bearspace.co.uk/product-page/copy-of-recon-drones-by-chris-hawtin,22,640.00,"https://static.wixstatic.com/media/23a2ed_5083987aa40449cca905979c46962866~mv2_d_3168_2814_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_5083987aa40449cca905979c46962866~mv2_d_3168_2814_s_4_2.jpg",1413
Factory by Chris Hawtin,https://www.bearspace.co.uk/product-page/factory-by-chris-hawtin,22,640.00,"https://static.wixstatic.com/media/23a2ed_69c32232a6774e75949d0c8cda6fe648~mv2_d_2310_3864_s_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_69c32232a6774e75949d0c8cda6fe648~mv2_d_2310_3864_s_2.jpg",1413
The High Way (Pass) by Jane Ward,https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward,90,940.00,"https://static.wixstatic.com/media/23a2ed_4ff9510c393c443fa02a7308910c3184~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_4ff9510c393c443fa02a7308910c3184~mv2.jpg",70
Bridge Over Garden City State by Jane Ward,https://www.bearspace.co.uk/product-page/bridge-over-garden-city-state-by-jane-ward,90,"1,800.00","https://static.wixstatic.com/media/23a2ed_7444b6f6cb8a4acc91a9a8fd74812cb3~mv2_d_2584_1944_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_7444b6f6cb8a4acc91a9a8fd74812cb3~mv2_d_2584_1944_s_2.jpg",120
MYRIORAMA ROOM series - LAMP by Bella Easton,https://www.bearspace.co.uk/product-page/myriorama-room-series-lamp-by-bella-easton,89 ,"2,800.00","https://static.wixstatic.com/media/23a2ed_609e49c5ebd140358f1c20f763fbbec6~mv2_d_1907_2551_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_609e49c5ebd140358f1c20f763fbbec6~mv2_d_1907_2551_s_2.jpg", 117
MYRIORAMA ROOM series –ARMCHAIR by Bella Easton,https://www.bearspace.co.uk/product-page/myriorama-room-series-armchair-by-bella-easton,89 ,"2,800.00","https://static.wixstatic.com/media/23a2ed_8401d5ac47d44a818fe4bd3e4ce4f7a7~mv2_d_1900_2525_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8401d5ac47d44a818fe4bd3e4ce4f7a7~mv2_d_1900_2525_s_2.jpg", 117
Chiral III by Bella Easton,https://www.bearspace.co.uk/product-page/chiral-iii-by-bella-easton,40 X 18CM,940.00,"https://static.wixstatic.com/media/23a2ed_4d54da67a8d94434973b3883ce2b6a70~mv2_d_3801_2111_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_4d54da67a8d94434973b3883ce2b6a70~mv2_d_3801_2111_s_2.jpg",40 X 18CM
Chiral VI by Bella Easton,https://www.bearspace.co.uk/product-page/chiral-vi-by-bella-easton,40 X 18CM,940.00,"https://static.wixstatic.com/media/23a2ed_92ad4628270f4e218b4738d13900adc0~mv2_d_3801_2111_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_92ad4628270f4e218b4738d13900adc0~mv2_d_3801_2111_s_2.jpg",40 X 18CM
Chiral IV by Bella Easton,https://www.bearspace.co.uk/product-page/chiral-iv-by-bella-easton,40 X 18CM,940.00,"https://static.wixstatic.com/media/23a2ed_6cf623aa993b41fe99a79247c4a84637~mv2_d_3801_2111_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_6cf623aa993b41fe99a79247c4a84637~mv2_d_3801_2111_s_2.jpg",40 X 18CM
Overland 1 by Jane Ward,https://www.bearspace.co.uk/product-page/overland-1-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_fdda50e7f222460a899fab0336fbac8e~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_fdda50e7f222460a899fab0336fbac8e~mv2.jpg",120
Chiral V by Bella Easton,https://www.bearspace.co.uk/product-page/chiral-v-by-bella-easton,40 X 18CM,940.00,"https://static.wixstatic.com/media/23a2ed_741d332c7b274af79d56da25dba678cd~mv2_d_3801_2111_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_741d332c7b274af79d56da25dba678cd~mv2_d_3801_2111_s_2.jpg",40 X 18CM
Chiral II by Bella Easton,https://www.bearspace.co.uk/product-page/chiral-ii-by-bella-easton,40 X 18CM,940.00,"https://static.wixstatic.com/media/23a2ed_300ac42a20684c8097b1db48ce1e9e40~mv2_d_3801_2111_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_300ac42a20684c8097b1db48ce1e9e40~mv2_d_3801_2111_s_2.jpg",40 X 18CM
MYRIORAMA ROOM series – FIREPLACE II by Bella Easton,https://www.bearspace.co.uk/product-page/myriorama-room-series-fireplace-ii-by-bella-easton,89 ,"2,800.00","https://static.wixstatic.com/media/23a2ed_9c0269992e7c44d0974c41b288f2261a~mv2_d_1694_2268_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9c0269992e7c44d0974c41b288f2261a~mv2_d_1694_2268_s_2.jpg", 117
Overland 2 by Jane Ward,https://www.bearspace.co.uk/product-page/overland-2-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_36340c0232ed4984940fd0f1d88d6191~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_36340c0232ed4984940fd0f1d88d6191~mv2.jpg",120
Overland 3 by Jane Ward,https://www.bearspace.co.uk/product-page/overland-3-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_5e140609babd4616b77604bb71c0a2da~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_5e140609babd4616b77604bb71c0a2da~mv2.jpg",120
Overland 4 by Jane Ward,https://www.bearspace.co.uk/product-page/overland-4-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_2dfbfe7a31db41b3aade3cb507cc6549~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2dfbfe7a31db41b3aade3cb507cc6549~mv2.jpg",120
Alpine 1 by Jane Ward,https://www.bearspace.co.uk/product-page/alpine-1-by-jane-ward,40,290.00,"https://static.wixstatic.com/media/23a2ed_cc168ef583074472b5b34ddf232a4f45~mv2.jpg/v1/fill/w_781,h_1043,al_c,q_85/23a2ed_cc168ef583074472b5b34ddf232a4f45~mv2.jpg",30
The Vandal by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-vandal-by-chris-hawtin,76,250.00,"https://static.wixstatic.com/media/23a2ed_f774b43a2aed48478d6aba2c9e17bd22~mv2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_f774b43a2aed48478d6aba2c9e17bd22~mv2.jpg",56
Alpine 2 by Jane Ward,https://www.bearspace.co.uk/product-page/alpine-2-by-jane-ward,40,290.00,"https://static.wixstatic.com/media/23a2ed_72384b17c7d94385a73fd9845cfe7ab9~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_72384b17c7d94385a73fd9845cfe7ab9~mv2.jpg",30
Tilt by Chris Hawton,https://www.bearspace.co.uk/product-page/tilt-by-chris-hawton,51,800.00,"https://static.wixstatic.com/media/23a2ed_1ccd123081d941adbafe9cd1b2afbe1e~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_1ccd123081d941adbafe9cd1b2afbe1e~mv2.jpg",46
March by Chris Hawtin,https://www.bearspace.co.uk/product-page/march-by-chris-hawtin,57,940.00,"https://static.wixstatic.com/media/23a2ed_8cfcbe301dc74233899209feb89927e5~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8cfcbe301dc74233899209feb89927e5~mv2.jpg",62
The Scientist by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-scientist-by-chris-hawtin,76,250.00,"https://static.wixstatic.com/media/23a2ed_9d93f2c27ac0426e8cd2fed0dc436fba~mv2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9d93f2c27ac0426e8cd2fed0dc436fba~mv2.jpg",56
The Hidden City by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-hidden-city-by-chris-hawtin,87,"1,600.00","https://static.wixstatic.com/media/23a2ed_083b7e965f334a6ead7e57d47fa74b71~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_083b7e965f334a6ead7e57d47fa74b71~mv2.jpg",101
The Dawn Chorus by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-dawn-chorus-by-chris-hawtin,170,"3,800.00","https://static.wixstatic.com/media/23a2ed_62b5c54bc5204e68ba2305f884a38484~mv2_d_1240_1304_s_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_62b5c54bc5204e68ba2305f884a38484~mv2_d_1240_1304_s_2.jpg",160
Photeus at the Pythia by Chris Hawtin,https://www.bearspace.co.uk/product-page/photeus-at-the-pythia-by-chris-hawtin,70,"1,200.00","https://static.wixstatic.com/media/23a2ed_9e2a1916d95e4dd881d8eb30e936f0c8~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9e2a1916d95e4dd881d8eb30e936f0c8~mv2.jpg",70
Protist Peak by Chris Hawtin,https://www.bearspace.co.uk/product-page/protist-peak-by-chris-hawtin,40,690.00,"https://static.wixstatic.com/media/23a2ed_e475714af9d845e898dd1edaa9313bf5~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_e475714af9d845e898dd1edaa9313bf5~mv2.jpg",50
The Cope Marsh Station by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-cope-marsh-station,86,"1,400.00","https://static.wixstatic.com/media/23a2ed_e0781e3f44c144ff90d46285bcf1fdc8~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_e0781e3f44c144ff90d46285bcf1fdc8~mv2.jpg",86
Jubellied (joy song) by Nadja Gabriela Plein,https://www.bearspace.co.uk/product-page/jubellied-joy-song-by-nadja-gabriela-plein,50 ,490.00,"https://static.wixstatic.com/media/23a2ed_1ea0ceb26c59491593208b79a52c6d0d~mv2_d_2784_3456_s_4_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_1ea0ceb26c59491593208b79a52c6d0d~mv2_d_2784_3456_s_4_2.jpg", 41
Relic Engines by Chris Hawtin,https://www.bearspace.co.uk/product-page/relic-engines-by-chris-hawtin,45,690.00,"https://static.wixstatic.com/media/23a2ed_9074e39a8560459793d0e98b1025648d~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9074e39a8560459793d0e98b1025648d~mv2.jpg",40
Sky Walk by Jane ward,https://www.bearspace.co.uk/product-page/sky-walk-by-jane-ward,90,940.00,"https://static.wixstatic.com/media/23a2ed_d88739a376f2471f8568a8e39ed9e1db~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_d88739a376f2471f8568a8e39ed9e1db~mv2.jpg",70
Seth's Narrows by Chris Hawtin,https://www.bearspace.co.uk/product-page/seth-s-narrows-by-chris-hawtin,59,800.00,"https://static.wixstatic.com/media/23a2ed_a172dddbcf5a469b850ff006bb8f1f2d~mv2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_a172dddbcf5a469b850ff006bb8f1f2d~mv2.jpg",47
Castle by Jane Ward,https://www.bearspace.co.uk/product-page/castle-by-jane-ward,90,940.00,"https://static.wixstatic.com/media/23a2ed_d94491fa733c4e628cfb6e1e7d2fd1c6~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_d94491fa733c4e628cfb6e1e7d2fd1c6~mv2.jpg",70
Secret Place by Natasha Kissell,https://www.bearspace.co.uk/product-page/secret-place-by-natasha-kissell,70,940.00,"https://static.wixstatic.com/media/23a2ed_97545340514a4e339b0daf951cdf4638~mv2_d_2598_2225_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_97545340514a4e339b0daf951cdf4638~mv2_d_2598_2225_s_2.jpg",60
Amongst the Impcat Scars by Jane Ward,https://www.bearspace.co.uk/product-page/amongst-the-impcat-scars,125,"1,400.00","https://static.wixstatic.com/media/23a2ed_3221ee9c97a3464aa501404beb6b7bb8~mv2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_3221ee9c97a3464aa501404beb6b7bb8~mv2.jpg",90
Heated Discussion by Lucinda Metcalfe,https://www.bearspace.co.uk/product-page/heated-discussion-by-lucinda-metcalfe,43,640.00,"https://static.wixstatic.com/media/23a2ed_2a84cbbfcc404218aaa8c0f794fbbd73~mv2_d_2179_2516_s_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2a84cbbfcc404218aaa8c0f794fbbd73~mv2_d_2179_2516_s_2.jpg",38
Garden City State 1b by Jane Ward,https://www.bearspace.co.uk/product-page/garden-city-state-1b-by-jane-ward,60,490.00,"https://static.wixstatic.com/media/23a2ed_6aa891748aed4a23b5332ef2421c9096~mv2.jpg/v1/fill/w_594,h_445,al_c,lg_1,q_85/23a2ed_6aa891748aed4a23b5332ef2421c9096~mv2.jpg",45
Garden City State 1a by Jane Ward,https://www.bearspace.co.uk/product-page/garden-city-state-1a-by-jane-ward,60,490.00,"https://static.wixstatic.com/media/23a2ed_a926b16cae8a46898f47897899f179dd~mv2.jpg/v1/fill/w_446,h_595,al_c,lg_1,q_85/23a2ed_a926b16cae8a46898f47897899f179dd~mv2.jpg",45
Garden City State 1c by Jane Ward,https://www.bearspace.co.uk/product-page/garden-city-state-1c-by-jane-ward,60,490.00,"https://static.wixstatic.com/media/23a2ed_0d9b6bdf42f847dea3c1139423f60ac9~mv2.jpg/v1/fill/w_595,h_446,al_c,lg_1,q_85/23a2ed_0d9b6bdf42f847dea3c1139423f60ac9~mv2.jpg",45
Then All Was Calm... by Dominic Bradnum,https://www.bearspace.co.uk/product-page/then-all-was-calm,110cm ,"2,400.00","https://static.wixstatic.com/media/23a2ed_b7575e794cd34365ae9daead463c27fe~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_b7575e794cd34365ae9daead463c27fe~mv2.jpg", width 150
Under A Bruised And Leaden Sky by Dominic Badnum,https://www.bearspace.co.uk/product-page/under-a-bruised-and-leaden-sky-by-dominic-badnum,100cm ,"1,600.00","https://static.wixstatic.com/media/23a2ed_02de381c5208463eb599eced636a8b83~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_02de381c5208463eb599eced636a8b83~mv2.jpg", width 100
Jerome's Peak by Chris Hawtin,https://www.bearspace.co.uk/product-page/jerome-s-peak-by-chris-hawtin,132,"2,400.00","https://static.wixstatic.com/media/23a2ed_5ac9e440223144399dbad6ca5bec452e~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_5ac9e440223144399dbad6ca5bec452e~mv2.jpg",143
Anxiety Machines by Chris Hawtin,https://www.bearspace.co.uk/product-page/anxiety-machines,99,"1,600.00","https://static.wixstatic.com/media/23a2ed_ddd2124c1a684c8fb6b3c0888b9c5c35~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_ddd2124c1a684c8fb6b3c0888b9c5c35~mv2.jpg",99
Gregor's Hollow by Chris Hawtin,https://www.bearspace.co.uk/product-page/gregor-s-hollow-by-chris-hawtin,198,"4,000.00","https://static.wixstatic.com/media/23a2ed_fa00d65220c9413ba6adde5d9f61493c~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_fa00d65220c9413ba6adde5d9f61493c~mv2.jpg",198
I Crash Into Your Arms by Dominic Bradnum,https://www.bearspace.co.uk/product-page/i-crash-into-your-arms,70cm ,"1,400.00","https://static.wixstatic.com/media/23a2ed_09708beec7b1417fba60a41120910a86~mv2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_09708beec7b1417fba60a41120910a86~mv2.jpg", width 100
Bayou,https://www.bearspace.co.uk/product-page/bayou,100,690.00,"https://static.wixstatic.com/media/23a2ed_5b8c8637c0d44381ba9d6b37e6162549~mv2.jpg/v1/fill/w_632,h_421,al_c,lg_1,q_85/23a2ed_5b8c8637c0d44381ba9d6b37e6162549~mv2.jpg",44
"'Retreating, then advancing repeatedly over the centuries'5 by Janie Kidston",https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-5,50,540.00,"https://static.wixstatic.com/media/23a2ed_300431a0a2a34d58a5745e3e51bf914a~mv2_d_2937_2937_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_300431a0a2a34d58a5745e3e51bf914a~mv2_d_2937_2937_s_4_2.jpg",60
Boondocks by Suzanne Moxhay,https://www.bearspace.co.uk/product-page/boondocks-by-suzanne-moxhay,92X45,690.00,"https://static.wixstatic.com/media/23a2ed_e245336db8984b10a6424229d77f9ede~mv2.jpg/v1/fill/w_711,h_474,al_c,lg_1,q_85/23a2ed_e245336db8984b10a6424229d77f9ede~mv2.jpg",92X45
Athne by Suzanne Moxhay,https://www.bearspace.co.uk/product-page/athne-by-suzanne-moxhay,100X50CM,690.00,"https://static.wixstatic.com/media/23a2ed_d75039babce04739814894a4025f6229~mv2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_d75039babce04739814894a4025f6229~mv2.jpg",100X50CM
Gloaming by Suzanne Moxhay,https://www.bearspace.co.uk/product-page/gloaming-by-suzanne-moxhay,60,690.00,"https://static.wixstatic.com/media/23a2ed_3d09f32762a647999858b05dd0460384~mv2.jpg/v1/fill/w_752,h_563,al_c,q_85/23a2ed_3d09f32762a647999858b05dd0460384~mv2.jpg",40
(GCS) High Rise - Jane Ward,https://www.bearspace.co.uk/product-page/gcs-high-rise-jane-ward,80,990.00,"https://static.wixstatic.com/media/23a2ed_e1d5c0a1857e4122a7b157b5899358c9~mv2.jpg/v1/fill/w_709,h_947,al_c,q_85/23a2ed_e1d5c0a1857e4122a7b157b5899358c9~mv2.jpg",60
Feralis by Suzanne Moxhay,https://www.bearspace.co.uk/product-page/feralis-by-suzanne-moxhay,68X55,690.00,"https://static.wixstatic.com/media/23a2ed_2bde835f833941679b526ca61f18cf6d~mv2_d_1772_1421_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2bde835f833941679b526ca61f18cf6d~mv2_d_1772_1421_s_2.jpg",68X55
"'Retreating, then advancing repeatedly over the centuries 3' by Janie Kidston",https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-3-by-janie-kidston,50,540.00,"https://static.wixstatic.com/media/23a2ed_608b1cf8fd5a476f8edaa926fb562ef0~mv2_d_8100_8100_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_608b1cf8fd5a476f8edaa926fb562ef0~mv2_d_8100_8100_s_4_2.jpg",60
Moving from the side of the valley by Janie Kidston,https://www.bearspace.co.uk/product-page/moving-from-the-side-of-the-vallery,50,540.00,"https://static.wixstatic.com/media/23a2ed_7eca1187b0cc41fabf31d432e0cc0a17~mv2.jpg/v1/fill/w_294,h_392,al_c,lg_1,q_85/23a2ed_7eca1187b0cc41fabf31d432e0cc0a17~mv2.jpg",60
Lucinda Metcalfe - Neon Pool,https://www.bearspace.co.uk/product-page/neon-pool,39,640.00,"https://static.wixstatic.com/media/23a2ed_3087614845b8431797734aade82c713a~mv2.jpeg/v1/fill/w_768,h_575,al_c,lg_1,q_85/23a2ed_3087614845b8431797734aade82c713a~mv2.jpeg",49
"'Retreating, then advancing repeatedly over the centuries 6' by Janie Kidston",https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-6-by-janie-kidston,50,540.00,"https://static.wixstatic.com/media/23a2ed_b7b23a7f1be34528a3a757b2691f536a~mv2_d_2953_2953_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_b7b23a7f1be34528a3a757b2691f536a~mv2_d_2953_2953_s_4_2.jpg",60
Walking Out Over Ice in Midsummer 1 by Janie Kidston,https://www.bearspace.co.uk/product-page/walking-out-over-ice-in-midsummer-1,84cms ,940.00,"https://static.wixstatic.com/media/23a2ed_3a3f4a2e03f24f60b3e6e64d5e0260e2~mv2_d_2477_3508_s_4_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_3a3f4a2e03f24f60b3e6e64d5e0260e2~mv2_d_2477_3508_s_4_2.jpg", 59cms
