title,url,height_cm,price_gbp,media,width_cm
FRAGMENTATION No.46 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-46-by-jim-cheatle,70 ,"1,200.00","https://static.wixstatic.com/media/23a2ed_e0d30df8c3cb4db5b7b54f3deb644376~mv2.jpg/v1/fill/w_749,h_1000,al_c,q_85/23a2ed_e0d30df8c3cb4db5b7b54f3deb644376~mv2.jpg", 54
FRAGMENTATION No.45 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-45-by-jim-cheatle,70 ,"1,200.00","https://static.wixstatic.com/media/23a2ed_9a31d4d3ea474393836f480019c99169~mv2.jpg/v1/fill/w_749,h_1000,al_c,q_85/23a2ed_9a31d4d3ea474393836f480019c99169~mv2.jpg", 54
FRAGMENTATION No.33 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-33-by-jim-cheatle,70 ,"1,200.00","https://static.wixstatic.com/media/23a2ed_9aa5c8128f2f4d80854eee2e645a4aa3~mv2.jpg/v1/fill/w_749,h_1000,al_c,q_85/23a2ed_9aa5c8128f2f4d80854eee2e645a4aa3~mv2.jpg", 54
Somewhat Confusing III by Elise Wootten,https://www.bearspace.co.uk/product-page/somewhat-confusing-iii-by-elise-wootten,75 ,640.00,"https://static.wixstatic.com/media/23a2ed_fa7075c8db1a48a5acac566009202c41~mv2.png/v1/fill/w_672,h_503,al_c,lg_1/23a2ed_fa7075c8db1a48a5acac566009202c41~mv2.png", 88
All Recognisable Entities by Elise Wootten,https://www.bearspace.co.uk/product-page/all-recognisable-entities-by-elise-wootten,9 ,"1,200.00","https://static.wixstatic.com/media/23a2ed_983aef4c05fc49edb2db77c25f9ed8c1~mv2.png/v1/fill/w_945,h_708,al_c/23a2ed_983aef4c05fc49edb2db77c25f9ed8c1~mv2.png", 50
Constructed Veneer VII by Olly Fathers,https://www.bearspace.co.uk/product-page/constructed-veneer-vii-by-olly-fathers,34,940.00,"https://static.wixstatic.com/media/23a2ed_84b4d543b3ec44c790069ca2d0d3f9f7~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_84b4d543b3ec44c790069ca2d0d3f9f7~mv2.jpg",25
"Standing White , black & gold by Vic Wright",https://www.bearspace.co.uk/product-page/standing-white-black-gold-by-vic-wright,12 ,280.00,"https://static.wixstatic.com/media/23a2ed_039dbb1bf2414454bc2bf4b4be2e2d2f~mv2.jpg/v1/fill/w_905,h_1360,al_c,q_85/23a2ed_039dbb1bf2414454bc2bf4b4be2e2d2f~mv2.jpg", 6
Standing Grey double by Vic Wright,https://www.bearspace.co.uk/product-page/standing-grey-double-by-vic-wright,12 ,180.00,"https://static.wixstatic.com/media/23a2ed_bac0c1cd2b964a81803eddd8bb897c58~mv2.jpg/v1/fill/w_920,h_1382,al_c,q_85/23a2ed_bac0c1cd2b964a81803eddd8bb897c58~mv2.jpg", 6
Meld 1 by Vic Wright,https://www.bearspace.co.uk/product-page/meld-1-by-vic-wright,17 ,440.00,"https://static.wixstatic.com/media/23a2ed_c3aeb8bb74624941a2a12b67e9789e4f~mv2_d_1724_2587_s_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_c3aeb8bb74624941a2a12b67e9789e4f~mv2_d_1724_2587_s_2.jpg", 14
Conversation by Vic Wright,https://www.bearspace.co.uk/product-page/conversation-by-vic-wright,5 ,440.00,"https://static.wixstatic.com/media/23a2ed_d1ee2c91346a47279a28e2e08d1a50fd~mv2.jpg/v1/fill/w_897,h_1347,al_c,q_85/23a2ed_d1ee2c91346a47279a28e2e08d1a50fd~mv2.jpg", 13
Facet by Vic Wright,https://www.bearspace.co.uk/product-page/facet-by-vic-wright,10 ,140.00,"https://static.wixstatic.com/media/23a2ed_f1aee39ad5ae4cb794ce70b5a76c7396~mv2.jpg/v1/fill/w_824,h_1238,al_c,q_85/23a2ed_f1aee39ad5ae4cb794ce70b5a76c7396~mv2.jpg", 6
Standing Triple Grey and Black by Vic Wright,https://www.bearspace.co.uk/product-page/standing-triple-grey-and-black-by-vic-wright,15 ,380.00,"https://static.wixstatic.com/media/23a2ed_3dc9e1c26bad41f2abb12757b446bfc0~mv2.jpg/v1/fill/w_920,h_1382,al_c,q_85/23a2ed_3dc9e1c26bad41f2abb12757b446bfc0~mv2.jpg", 14
Green Sanctuary by Dionne Cole,https://www.bearspace.co.uk/product-page/green-sanctuary-by-dionne-cole,,"1,200.00","https://static.wixstatic.com/media/23a2ed_7d861bd4c46d4bf5bf23184517eb1988~mv2_d_11013_16233_s_6_4_3.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_7d861bd4c46d4bf5bf23184517eb1988~mv2_d_11013_16233_s_6_4_3.jpg",
Meld 2 by Vic Wright,https://www.bearspace.co.uk/product-page/meld-2-by-vic-wright,15 ,320.00,"https://static.wixstatic.com/media/23a2ed_93d68af70b5d42bfa2376cdacd9683b5~mv2.jpg/v1/fill/w_897,h_1347,al_c,q_85/23a2ed_93d68af70b5d42bfa2376cdacd9683b5~mv2.jpg", 12
Ore by Vic Wright,https://www.bearspace.co.uk/product-page/ore-by-vic-wright,5 ,140.00,"https://static.wixstatic.com/media/23a2ed_3abcc755eef84de89c0fc79b8d313059~mv2.jpg/v1/fill/w_895,h_1345,al_c,q_85/23a2ed_3abcc755eef84de89c0fc79b8d313059~mv2.jpg", 8
Conversation 2 by Vic Wright,https://www.bearspace.co.uk/product-page/conversation-2-by-vic-wright,12 ,320.00,"https://static.wixstatic.com/media/23a2ed_4398816ef17c48329faa29cf0beaede3~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_4398816ef17c48329faa29cf0beaede3~mv2_d_3840_5760_s_4_2.jpg", 8
Burst of Life by Dionne Cole,https://www.bearspace.co.uk/product-page/burst-of-life-by-dionne-cole,48 ,440.00,"https://static.wixstatic.com/media/23a2ed_f926f7401161452cb53ea8b5e77754d5~mv2_d_1383_1383_s_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_f926f7401161452cb53ea8b5e77754d5~mv2_d_1383_1383_s_2.jpg", 48
Conversation 3 by Vic Wright,https://www.bearspace.co.uk/product-page/conversation-3-by-vic-wright,12 ,340.00,"https://static.wixstatic.com/media/23a2ed_ae1626dc4b044728a360d28931c6ef70~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_ae1626dc4b044728a360d28931c6ef70~mv2_d_3840_5760_s_4_2.jpg", 10
Shades of Coral by Dionne Cole,https://www.bearspace.co.uk/product-page/shades-of-coral-by-dionne-cole,5 ,"1,400.00","https://static.wixstatic.com/media/23a2ed_e3df841958e64b6e8210c498e2a3af0a~mv2_d_1341_1376_s_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_e3df841958e64b6e8210c498e2a3af0a~mv2_d_1341_1376_s_2.jpg", 57
Facet 3 by Vic Wright,https://www.bearspace.co.uk/product-page/facet-3-by-vic-wright,7 ,140.00,"https://static.wixstatic.com/media/23a2ed_2ea5f2c5ca5c454b99824df2cd8e3e7a~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2ea5f2c5ca5c454b99824df2cd8e3e7a~mv2_d_3840_5760_s_4_2.jpg", 7
Facet 2 by Vic Wright,https://www.bearspace.co.uk/product-page/facet-2-by-vic-wright,7 ,140.00,"https://static.wixstatic.com/media/23a2ed_0c9dac018bc04b55916c145138806bc4~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_0c9dac018bc04b55916c145138806bc4~mv2_d_3840_5760_s_4_2.jpg", 7
Flight by Dionne Cole,https://www.bearspace.co.uk/product-page/flight-by-dionne-cole,,"2,800.00","https://static.wixstatic.com/media/23a2ed_8e675801aae84ef69f54da249b20f3c0~mv2_d_9733_15837_s_4_3.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8e675801aae84ef69f54da249b20f3c0~mv2_d_9733_15837_s_4_3.jpg",
Facet 4 by Vic Wright,https://www.bearspace.co.uk/product-page/facet-4-by-vic-wright,5 ,140.00,"https://static.wixstatic.com/media/23a2ed_938f5edb3fdc41e2aed216e0bbf05dc7~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_938f5edb3fdc41e2aed216e0bbf05dc7~mv2_d_3840_5760_s_4_2.jpg", 6
Facet 5 by Vic Wright,https://www.bearspace.co.uk/product-page/facet-5-by-vic-wright,8 ,140.00,"https://static.wixstatic.com/media/23a2ed_74d2c353c8fb4e73a0a83148dc4c508c~mv2_d_3840_5760_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_74d2c353c8fb4e73a0a83148dc4c508c~mv2_d_3840_5760_s_4_2.jpg", 6
Shades of Coral II by Dionne Cole,https://www.bearspace.co.uk/product-page/shades-of-coral-ii-by-dionne-cole,,490.00,"https://static.wixstatic.com/media/23a2ed_7261d588729d43b397763cf2aaaf6c4a~mv2_d_1525_2094_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_7261d588729d43b397763cf2aaaf6c4a~mv2_d_1525_2094_s_2.jpg",
I See Beauty In Everything by Dominic Badnum,https://www.bearspace.co.uk/product-page/i-see-beauty-in-everything-by-dominic-badnum,80cm ,"1,600.00","https://static.wixstatic.com/media/23a2ed_edbea3fd957d42beb8612365421d2683~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_edbea3fd957d42beb8612365421d2683~mv2.jpg", width 100
Broad Vales Between by Jane Ward,https://www.bearspace.co.uk/product-page/broad-vales-between-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_cc6e67bbf724423788971620930adcdb~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_cc6e67bbf724423788971620930adcdb~mv2.jpg",90
To The Zenith'sHeight by Jane Ward,https://www.bearspace.co.uk/product-page/to-the-zenith-sheight-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_64ad23e76fc340ab8611d534fff35c75~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_64ad23e76fc340ab8611d534fff35c75~mv2.jpg",120
From the Curved Horizon by Jane Ward,https://www.bearspace.co.uk/product-page/from-the-curved-horizon-by-jane-ward,90,"1,400.00","https://static.wixstatic.com/media/23a2ed_d60e33d161bd44d8aa020d556d519a0f~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_d60e33d161bd44d8aa020d556d519a0f~mv2.jpg",120
Spangled by John Greenwood,https://www.bearspace.co.uk/product-page/spangled-by-john-greenwood,35,"3,000.00","https://static.wixstatic.com/media/23a2ed_2f14af661f9e435a8e2859b89fae7e00~mv2_d_1500_1717_s_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2f14af661f9e435a8e2859b89fae7e00~mv2_d_1500_1717_s_2.jpg",30cms
Museum of now by John Greenwood,https://www.bearspace.co.uk/product-page/museum-of-now-by-john-greenwood,45,"9,800.00","https://static.wixstatic.com/media/23a2ed_6765492f42de4c14979397c4c1b89c91~mv2_d_3968_2976_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_6765492f42de4c14979397c4c1b89c91~mv2_d_3968_2976_s_4_2.jpg",38cms
From Frozen Floods by Jane Ward,https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_7c7f1140a9b84b17831aff477802dc76~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_7c7f1140a9b84b17831aff477802dc76~mv2.jpg",90
And The Sunset by Jane Ward,https://www.bearspace.co.uk/product-page/and-the-sunset-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_52d7dd60954347e4bef38b8bafa68a50~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_52d7dd60954347e4bef38b8bafa68a50~mv2.jpg",90
Entry Point by Joseph Stokes,https://www.bearspace.co.uk/product-page/entry-point-by-joseph-stokes,50,720.00,"https://static.wixstatic.com/media/23a2ed_98f9c7845c69456cb932ff9688ed10bc~mv2_d_1604_2080_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_98f9c7845c69456cb932ff9688ed10bc~mv2_d_1604_2080_s_2.jpg",40
El Dorado by John Greenwood,https://www.bearspace.co.uk/product-page/el-dorado-by-john-greenwood,45,"3,800.00","https://static.wixstatic.com/media/23a2ed_36fc7874ce394655893f0ee9a3ec4dbc~mv2_d_2086_2502_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_36fc7874ce394655893f0ee9a3ec4dbc~mv2_d_2086_2502_s_2.jpg",38cms
Where Stars Dissolve by Bella Easton,https://www.bearspace.co.uk/product-page/where-stars-dissolve-by-bella-easton,56 ,"3,200.00","https://static.wixstatic.com/media/23a2ed_ccbdecd192f6406a97fc11d489f336f7~mv2_d_1535_2128_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_ccbdecd192f6406a97fc11d489f336f7~mv2_d_1535_2128_s_2.jpg", 41
Standing Triple Black Grey and White by Vic Wright,https://www.bearspace.co.uk/product-page/standing-triple-black-grey-and-white-by-vic-wright,14 ,340.00,"https://static.wixstatic.com/media/23a2ed_86b16ed3ebaf4b0997c41de270584ab7~mv2.jpg/v1/fill/w_920,h_1382,al_c,q_85/23a2ed_86b16ed3ebaf4b0997c41de270584ab7~mv2.jpg", 11
Meld 3 by Vic Wright,https://www.bearspace.co.uk/product-page/meld-3-by-vic-wright,18 ,440.00,"https://static.wixstatic.com/media/23a2ed_abef3b32619146acb53d590abc9a3de9~mv2.jpg/v1/fill/w_920,h_1382,al_c,q_85/23a2ed_abef3b32619146acb53d590abc9a3de9~mv2.jpg", 12
ANGEL HEART by Bella Easton,https://www.bearspace.co.uk/product-page/angel-heart-by-bella-easton,56 ,"3,200.00","https://static.wixstatic.com/media/23a2ed_2c40805af69b478ebe428bf019e02f25~mv2_d_1512_2091_s_2.jpg/v1/fill/w_996,h_1330,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_2c40805af69b478ebe428bf019e02f25~mv2_d_1512_2091_s_2.jpg", 41
White Sitting Double by Vic Wright,https://www.bearspace.co.uk/product-page/white-sitting-double-by-vic-wright,5 ,290.00,"https://static.wixstatic.com/media/23a2ed_a4786138f8d548ccad19a079b16506cb~mv2_d_2565_3847_s_4_2.jpg/v1/fill/w_996,h_1496,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_a4786138f8d548ccad19a079b16506cb~mv2_d_2565_3847_s_4_2.jpg", 10
"Wherever You Go, I Will Follow by Dominic Bradnum",https://www.bearspace.co.uk/product-page/wherever-you-go-i-will-follow-by-dominic-bradnum,70cm ,"1,400.00","https://static.wixstatic.com/media/23a2ed_9e21e435a46940f7910d01060e262f40~mv2.jpeg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9e21e435a46940f7910d01060e262f40~mv2.jpeg", 100
Unfathomable Deeps by Jane Ward,https://www.bearspace.co.uk/product-page/unfathomable-deeps-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_a91fd48a7d2c4d15938c83e6f3c09545~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_a91fd48a7d2c4d15938c83e6f3c09545~mv2.jpg",90
The High Way (Peak) by Jane Ward,https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward-1,90,940.00,"https://static.wixstatic.com/media/23a2ed_87c8d4a021ac40c1a815dacdde36a2d1~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_87c8d4a021ac40c1a815dacdde36a2d1~mv2.jpg",70
"Of Earth, Air and Water by Jane Ward",https://www.bearspace.co.uk/product-page/of-earth-air-and-water-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_8485b8464d154601b9d41c03946c1283~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8485b8464d154601b9d41c03946c1283~mv2.jpg",90
Standing White and Grey speckle by Vic Wright,https://www.bearspace.co.uk/product-page/standing-white-and-grey-speckle-by-vic-wright,14 ,325.00,"https://static.wixstatic.com/media/23a2ed_4133d924a4434035800b1bb77a521148~mv2.jpg/v1/fill/w_920,h_1382,al_c,q_85/23a2ed_4133d924a4434035800b1bb77a521148~mv2.jpg", 13
In These Solitudes by Jane Ward,https://www.bearspace.co.uk/product-page/in-these-solitudes-by-jane-ward,70,840.00,"https://static.wixstatic.com/media/23a2ed_cb29ce9b22054ab585e18a0512a41965~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_cb29ce9b22054ab585e18a0512a41965~mv2.jpg",90
The Reaches by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-reaches-by-chris-hawtin,50,940.00,"https://static.wixstatic.com/media/23a2ed_fd06626603694e8ca33a2d4d63647554~mv2_d_2480_2065_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_fd06626603694e8ca33a2d4d63647554~mv2_d_2480_2065_s_2.jpg",60
With Tomorrow by Chris Hawtin,https://www.bearspace.co.uk/product-page/with-tomorrow-by-chris-hawtin,50,940.00,"https://static.wixstatic.com/media/23a2ed_508c43fd81c74f019f9470602f841ec8~mv2_d_2171_1777_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_508c43fd81c74f019f9470602f841ec8~mv2_d_2171_1777_s_2.jpg",60
"""Stroke"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/stroke-by-deanna-lewis,40 ,440.00,"https://static.wixstatic.com/media/23a2ed_8d7e2db39efd4d9983b592b04cb5fddf~mv2_d_2887_1889_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_8d7e2db39efd4d9983b592b04cb5fddf~mv2_d_2887_1889_s_2.jpg", 60
Skywalk by Jane Ward,https://www.bearspace.co.uk/product-page/skywalk-by-jane-ward,90,940.00,"https://static.wixstatic.com/media/23a2ed_3bb1c42a24ca4c04b413f9f670ba205b~mv2.jpg/v1/fill/w_796,h_1063,al_c,q_85/23a2ed_3bb1c42a24ca4c04b413f9f670ba205b~mv2.jpg",70
The Chaos by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-chaos-by-chris-hawtin,50,940.00,"https://static.wixstatic.com/media/23a2ed_b2b766d3b1964ea8aa87b5a5d3e27c5a~mv2_d_2155_1810_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_b2b766d3b1964ea8aa87b5a5d3e27c5a~mv2_d_2155_1810_s_2.jpg",60
Message Of Undying Love by Dominic Bradnum,https://www.bearspace.co.uk/product-page/message-of-undying-love-by-dominic-bradnum,110cm ,"2,400.00","https://static.wixstatic.com/media/23a2ed_0ce1ee98223f43bcb4a734912f871404~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_0ce1ee98223f43bcb4a734912f871404~mv2.jpg", 150
Yellow Wall by Lucinda Metcalfe,https://www.bearspace.co.uk/product-page/yellow-wall-by-lucinda-metcalfe-1,60,"1,200.00","https://static.wixstatic.com/media/23a2ed_37d336f50a174d88a0395ba5091b321b~mv2_d_2982_2225_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_37d336f50a174d88a0395ba5091b321b~mv2_d_2982_2225_s_2.jpg",80
SSHHH by Dominic Bradnum,https://www.bearspace.co.uk/product-page/sshhh-by-dominic-bradnum,40,640.00,"https://static.wixstatic.com/media/23a2ed_9c4d51dba2294a9099e5e1e522005859~mv2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9c4d51dba2294a9099e5e1e522005859~mv2.jpg",50
Emplacement 1 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-1-by-victoria-ashdown,30,140.00,"https://static.wixstatic.com/media/23a2ed_a938d23c94ba428c92606b8c9300a3f1~mv2_d_2840_2983_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_a938d23c94ba428c92606b8c9300a3f1~mv2_d_2840_2983_s_4_2.jpg",30
Emplacement 6 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-6-by-victoria-ashdown,20,240.00,"https://static.wixstatic.com/media/23a2ed_25e743596eb34392b34da15121bf2d7e~mv2_d_4608_3456_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_25e743596eb34392b34da15121bf2d7e~mv2_d_4608_3456_s_4_2.jpg",21
Emplacement 7 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-7-by-victoria-ashdown,13,240.00,"https://static.wixstatic.com/media/23a2ed_1dc0bf6dee0f4bb28372d7d73b2921ea~mv2_d_3298_3077_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_1dc0bf6dee0f4bb28372d7d73b2921ea~mv2_d_3298_3077_s_4_2.jpg",23
Emplacement 2 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-2-by-victoria-ashdown,26,180.00,"https://static.wixstatic.com/media/23a2ed_b6e8c64e618d4753ab805b91cee36bd6~mv2_d_3862_3025_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_b6e8c64e618d4753ab805b91cee36bd6~mv2_d_3862_3025_s_4_2.jpg",4
Emplacement 3 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-3-by-victoria-ashdown,15,180.00,"https://static.wixstatic.com/media/23a2ed_af63696e3ab94014abb0b6a882102c63~mv2_d_3474_3136_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_af63696e3ab94014abb0b6a882102c63~mv2_d_3474_3136_s_4_2.jpg",42
Emplacement 4 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-4-by-victoria-ashdown,43,180.00,"https://static.wixstatic.com/media/23a2ed_d766791085f0402cbe9afb93cbecbff8~mv2_d_4326_3216_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_d766791085f0402cbe9afb93cbecbff8~mv2_d_4326_3216_s_4_2.jpg",25
"""Follow"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/follow-by-deanna-lewis,35 ,340.00,"https://static.wixstatic.com/media/23a2ed_9f48120fa5a14de886d19998a4f41b78~mv2_d_2544_1780_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9f48120fa5a14de886d19998a4f41b78~mv2_d_2544_1780_s_2.jpg", 50
Emplacement 5 by Victoria Ashdown,https://www.bearspace.co.uk/product-page/emplacement-5-by-victoria-ashdown,40,240.00,"https://static.wixstatic.com/media/23a2ed_9658ba39dee3402eb8fddba2c0e33270~mv2_d_3618_2645_s_4_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_9658ba39dee3402eb8fddba2c0e33270~mv2_d_3618_2645_s_4_2.jpg",26
"""Point"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/point-by-deanna-lewis,35 ,340.00,"https://static.wixstatic.com/media/23a2ed_0c6bae368354406893fed2369f0a633f~mv2_d_2708_1867_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_0c6bae368354406893fed2369f0a633f~mv2_d_2708_1867_s_2.jpg", 50
"""Push"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/push-by-deanna-lewis,40 ,440.00,"https://static.wixstatic.com/media/23a2ed_847c5d4cfcf84170ac8d6336a1c327de~mv2_d_2897_1937_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_847c5d4cfcf84170ac8d6336a1c327de~mv2_d_2897_1937_s_2.jpg", 60
"""Exchange"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/exchange-by-deanna-lewis,35 ,340.00,"https://static.wixstatic.com/media/23a2ed_720a7caf7bc8460dbd7a94f0c0036bc5~mv2_d_2878_2046_s_2.jpg/v1/fill/w_996,h_746,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_720a7caf7bc8460dbd7a94f0c0036bc5~mv2_d_2878_2046_s_2.jpg", 50
"""Shift"" by Deanna Lewis",https://www.bearspace.co.uk/product-page/shift-by-deanna-lewis,40 ,440.00,"https://static.wixstatic.com/media/23a2ed_1cb05655ee9a4b83bd3af17f7d7da950~mv2_d_2884_1892_s_2.jpg/v1/fill/w_996,h_664,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_1cb05655ee9a4b83bd3af17f7d7da950~mv2_d_2884_1892_s_2.jpg", 60
YETI OVER MOUNT FUJI (PANTONE YELLOW) by Phil Ashcroft,https://www.bearspace.co.uk/product-page/yeti-over-mount-fuji-pantone-yellow-by-phil-ashcroft,4 ,150.00,"https://static.wixstatic.com/media/23a2ed_01025a58d83b48348d158ffba2d87257~mv2.jpg/v1/fill/w_964,h_1287,al_c,q_85/23a2ed_01025a58d83b48348d158ffba2d87257~mv2.jpg", 42
Ennio Fallen by Chris Hawtin,https://www.bearspace.co.uk/product-page/ennio-fallen-by-chris-hawtin,198,"4,000.00","https://static.wixstatic.com/media/23a2ed_cb02cefdefeb442d95a09388816c9ed7~mv2_d_2792_2772_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_cb02cefdefeb442d95a09388816c9ed7~mv2_d_2792_2772_s_4_2.jpg",198
Venn's Bluff by Chris Hawtin,https://www.bearspace.co.uk/product-page/venn-s-bluff-by-chris-hawtin,180,"3,800.00","https://static.wixstatic.com/media/23a2ed_22bd550bcb1b43afa3b08fbf19c8f62f~mv2_d_2794_2794_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_22bd550bcb1b43afa3b08fbf19c8f62f~mv2_d_2794_2794_s_4_2.jpg",180
The Wheel by Chris Hawtin,https://www.bearspace.co.uk/product-page/the-wheel-by-chris-hawtin,198,"4,000.00","https://static.wixstatic.com/media/23a2ed_98c26ee6815445f292c258eb65ffaa43~mv2_d_2953_2953_s_4_2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/23a2ed_98c26ee6815445f292c258eb65ffaa43~mv2_d_2953_2953_s_4_2.jpg",198
